bundleid;store;app_title;description;dev_name;dev_id;fullprice;versionnumber;osreq;latest_patch;content_rating
measles.virus.infection.treatment.prevention.info;android;Measles Virus Infection Treatment & Prevention;Measles Virus Infection Treatment & Prevention android mobile app provides full step by step detail explanation on how to treat and prevent measles virus infection disease from occurring.The measles virus is highly contagious and can cause blindness, deafness, brain damage or death. It is currently spreading in outbreaks in many parts of the world. Some have recorded cases of the extremely contagious and sometimes deadly disease.Measles is a viral disease that can spread rapidly. Also known as rubeola or morbilli, measles is an endemic disease, meaning it is continually present in a community, and many people develop resistance.It is an unpleasant condition but one that normally passes without treatment within 7 to 10 days.Info App Contain:- Measles origin.- Measles virus infection sign and symptoms.- Measles disease infection risk factor and cause.- Important prevention step on dealing with this contagious virus from re-occur.- Necessary treatment step to eliminate this infectious virus.App Features:- Easy app navigation and graphic user interface (GUI).- Zoom-in and Zoom-Out function for easy readable contain.- include with inforgraphic to further understatement.- Systematic information structure for easy understandable info.- Work in offline modeDownload Measles Virus Infection Treatment & Prevention health medical info app now in google play to equip with this contagious yet deadly disease now. Prevention step is always better then cure!;Best Top Daily Guide & Info;Best+Top+Daily+Guide+%26+Info;00;1.0.2;4.0.3 and up;2019-08-01;['Everyone']
se.esolutions.ataxx.infection;android;Infection - Board Game;Infection is an abstract strategy board game that involves play by two parties on a seven-by-seven square grid. The object of the game is to make your pieces constitute a majority of the pieces on the board at the end of the game, by converting as many of your opponent's pieces as possible.Based on an early 90's arcade game.Infection is also known by such names as Ataxx, Boogers, Slime Wars and Frog Cloning.;eSolutions Nordic AB;4825767348403401016;00;1.3.4;4.1 and up;2019-06-03;['Everyone']
com.MacawDev.Outbreak;android;Outbreak - Infect The World;Play a strategic simulation of an infectious disease spreading around the world - begin your own global pandemic.Choose a country you want to start your infection in and begin your pandemic. Gain evolution points and upgrade your disease's symptoms, transmission routes and resistance to external factors.Develop your own strategy to win the game - the possibilities are unlimited. The disease can spread to neighboring countries across the borders, on a plane or on a ship, and even migrating birds can contribute.Occasionally natural disasters happen - choose the country you want the disaster to start in, and automatically help your disease to spread abroad.You can play with one of following pathogens, each unlocked one after another: Bacteria, Virus, Protozoa, Parasite, Fungus, Prion, Extraterrestrial, Zombie or create your own custom pathogenic organism.Watch out, as humanity will try to do whatever they can to stop your disease from spreading. After they classify the disease as an epidemic danger, they will start developing a vaccine that can provide immunity to the disease and thus save them.There are 2 gamemodes! You can also play as Humanity, where a pathogen is the enemy, and take your chances in saving people from extinction. You will be able to close borders, airports and seaports, as well as upgrade disease prevention methods or even use United Nations missions. The goal is to develop a vaccine and save as many as possible.;MacawDev;MacawDev;00;1.4.0;5.0 and up;2019-04-30;['Everyone']
cemjc.codeit.infectionsthegame;android;Infection;INFECTION is an gaming app designed to fuse sexual health information and entertainment in a creative and enriching manner. Engage with the game's characters and take a trip through the scenic Belizean inspired levels avoiding viruses, needles and walls. Gain knowledge & skills to propel you through each level.As one of the flagship programs for the National AIDS Commission (Belize), "Infection" is a vision of concept design and fun user-friendly gaming that is sure to engaging the gamer for hours. "Infection" boasts an incredibly realistic laid-back Caribbean vibe but delivers all the quick game play and action that gamers want.With a smooth and seamless game play, "Infection" is a game that begs to played, offering the player a glimpse into some of Belize's choice destinations and culturally iconic settings...the gamer gets a feel for the Belizean atmosphere and culture."Infection" imparts much need sexual and reproductive health information as well as locations that provide health care in Belize. Take note of the information and at the end of each level you are required to answer a few questions correctly in order to advance to the next level. "Infection" is an educational tool as well as a fun game.;National AIDS Commission Secretariat;National+AIDS+Commission+Secretariat;00;1.1;3.2 and up;2016-03-01;['Everyone']
com.liixuos.apps.antibioticcmninfect;android;Antibiotics for common infections;Antibiotics for common infections is a free app designed to meet the needs of medical students, nursing, general practitioners, physicians, junior doctors and other health professionals regarding anti-bacterial agents and their use in bacterial infections.The app is free and working offline with beautiful material design interface and the diseases given in this app are bacterial infections of various human systems commonly encountered in adults and children and information is provided about their:-Management guidelines-Common pathogens-The first line antibiotics-Alternatives-with their dosages and durationsNOTE: The information in this antibiotics application is intended to provide general medical information, it is not a substitute for the expertise and judgment of your healthcare providers. You should consult your health care professional before taking any drugs.Our application has endeavored to ensure the accuracy of the data, but still no guarantee can be given that the content is 100% error free.Suggestions and comments regarding errors or for further improvement would be appreciated.;Liixuos;8436014751306265947;00;2.0.0;4.0 and up;2018-10-29;['Everyone 10+']
com.canvassoft.Infection;android;Infection.;You are Zombie! Eat up all humanity!!A totally new zombie crowd action puzzle game appeared! Unforgettable feeling of attacking crowds who are frightened by zombies and run away! What?Let's hunt down hundreds of crowds and destroy them at once!And various gimmicks are prepared for each stage! How competitive we are going Player's competence will be tried now!▼ How to play- "You" has unfortunately become a zombie.- "You" who became a zombie has only the feeling of wanting to kill and kill the crowd.- You can kill himself to zombies by approaching the crowd in the state of a zombie.- The zombieized crowd walks behind himself.- Of course the fellow zombies will also eat and kill the crowd.- Since the crowd escapes according to certain rules, let's use that trait well, go ahead and pursue the crowd and turn it into zombies.- It will be clear if we were able to make the number of people determined for each stage zombies.;CanvasSoft;5857483678333630761;00;1.6.6;4.4 and up;2019-10-05;['Teen', 'Violence, Blood, Language']
com.nupuit.qcbic;android;CBIC Exam Quiz;CBIC  Exam QuizKey Features of this APP:•	At practice mode you can see the explanation describing the correct answer.•	Real exam style full mock exam with timed interface•	Ability to create own quick mock by choosing the number of MCQ’s.•	You can create your profile and see your result history with just one click.•	This app contains large number of question set that covers all syllabus area.The Certification Board of Infection Control & Epidemiology, Inc. (CBIC®) is a voluntary, autonomous, multidisciplinary board that provides direction for and administers the certification process for professionals in infection control and applied epidemiology. CBIC is independent and separate from any other infection control-related organization or association, but does collaborate with three partner organizations (APIC, IPAC, and IFIC) to help promote the importance of being certified in infection prevention and control;NUPUIT;8850556472980561385;00;1.0.2;4.1 and up;2018-06-26;['Everyone']
com.nupuit.cbic;android;CBIC Test Prep;CBIC MCQ Exam Prep•	At practice mode you can see the explanation describing the correct answer.•	Real exam style full mock exam with timed interface•	Ability to create own quick mock by choosing the number of MCQ’s.•	You can create your profile and see your result history with just one click.•	This app contains large number of question set that covers all syllabus area.The Certification Board of Infection Control & Epidemiology, Inc. (CBIC®) is a voluntary, autonomous, multidisciplinary board that provides direction for and administers the certification process for professionals in infection control and applied epidemiology. CBIC is independent and separate from any other infection control-related organization or association, but does collaborate with three partner organizations (APIC, IPAC, and IFIC) to help promote the importance of being certified in infection prevention and control;xoftit;5192948484400722837;00;3.0.4;4.1 and up;2019-04-18;['Everyone']
com.nupuit.cbffc;android;CBIC Flashcard;CBIC FlashcardThe Certification Board of Infection Control & Epidemiology, Inc. (CBIC®) is a voluntary, autonomous, multidisciplinary board that provides direction for and administers the certification process for professionals in infection control and applied epidemiology. CBIC is independent and separate from any other infection control-related organization or association, but does collaborate with three partner organizations (APIC, IPAC, and IFIC) to help promote the importance of being certified in infection prevention and control;NUPUIT;8850556472980561385;00;1.0;4.0.3 and up;2018-05-20;['Everyone']
gov.cdc.healthiq;android;CDC Health IQ;Challenge your Health IQ in this fun and educational health trivia app.Do you know the minimum SPF needed to protect yourself from the sun’s harmful rays?  Or how many seconds you should wash your hands to kill germs?  Test your Health IQ to see how your health skills stack up.Let our game show scientist lead you through an exciting selection of trivia questions and word scrambles.  Choose from three levels of difficulty, Easy, Medium, or Hard…or be surprised by selecting a Random mix.Race against the clock to earn more points or use hints when you are stumped. Each quiz delivers a mix of 10 questions. Answer as many of the 10 questions correctly and as quickly as possible with the hopes of earning bonuses like A+ Student, Public Health Nerd, and Einstein!Play again and again and challenge yourself to beat your highest score!!Come back to see new questions and challenge yourself as new trivia is added.* Optimized for phones/handsets;Centers for Disease Control and Prevention;Centers+for+Disease+Control+and+Prevention;00;2.1.1;4.0 and up;2019-06-03;['Everyone']
com.andromo.dev700805.app908277;android;Communicable Diseases;This Application contains a review on Communicable, or infectious diseases, such as Cholera, Polio, Tuberculosis, Measles and many other more diseases that are caused by microorganisms such as bacteria, viruses, parasites and fungi that can be spread, directly or indirectly, from one person to another. Some are transmitted through bites from insects while others are caused by ingesting contaminated food or water.;MRBELI;MRBELI;00;1.1;4.1 and up;2019-02-03;['Everyone']
gov.cdc.ncird.vaccineschedule;android;CDC Vaccine Schedules;Quick access from CDC to ACIP-recommended immunization schedules, complete with footnotes. Intended for healthcare professionals recommending and administering vaccines to infants, children, adolescents, and adults.This app is one of an expanding collection of applications from CDC on a variety of specific topics, each optimized for your mobile device. When your device is connected, content is automatically updated so you have the most up-to-date information.This tool provides:•	Child and adolescent schedules, with immunization recommendations from birth through age 18•	Adult schedule, listing recommended vaccines for adults by age group and by medical conditions•	Contraindications and precautions table, with footnotes applying to schedulesFeatures include•	Color coding coordinates with printed schedules•	Hyperlinked vaccine name opens pop-up with dose specifics•	Catch-up schedule for children 4 months through 18 years shows minimum dosing interval•	Related vaccine resources and websitesAutomatic updates;Centers for Disease Control and Prevention;Centers+for+Disease+Control+and+Prevention;00;6.0.1;8.0 and up;2019-03-01;['Everyone']
com.elsevier.stmj.jat.newsstand.ymic;android;AJIC;American Journal of Infection ControlIt just got a whole lot easier to keep up with the latest topics and issues in infection control and epidemiology. The AJIC app brings you the convenience of reading your favorite journal from anywhere in the world with just a tap. Now available for android smartphones and tablets!• Stay ahead with alerts when new issues are available and read Articles in Press throughout the month• Experience innovative digital content with the newly introduced Article enhancements, featuring AudioSlides, Virtual Microscope, 3D Radiological Viewer, 3D Neuroimaging Viewer, and more.• Get access to the journal content on the app via your institution’s IP• Enjoy Open Access and Open Archive Content without having to login• Accessibility support to assist the visually impaired• Interact with figures, tables, and supplementary content• Stream multimedia for faster viewing or download for later• Take notes, highlight articles and share via email and social media• Personalize your experience with My Reading List and save articles for offline readingJournal Subscribers: Log in with the same username and password that grants you access to the full journal content on the American Journal of Infection Control website. These credentials will allow full access to all content on the app.About American Journal of Infection ControlAmerican Journal of Infection Control, AJIC covers key topics and issues in infection control and epidemiology. Infection control professionals, including physicians, nurses, and epidemiologists, rely on AJIC for peer-reviewed articles covering clinical topics as well as original research. As the official publication of the Association for Professionals in Infection Control and Epidemiology (APIC), AJIC is the foremost resource on infection control, epidemiology, infectious diseases, quality management, occupational health, and disease prevention. AJIC also publishes infection control guidelines from APIC and the CDC. AJIC is included in Index Medicus and CINAHL.Our privacy policy is here: http://www.elsevier.com/EULA_non-Apple_apps;Elsevier Inc;Elsevier+Inc;00;7.5.1;4.4 and up;2019-07-16;['Everyone']
gov.cdc.sto;android;Solve the Outbreak;Your mission, if you choose to accept, is to get clues and analyze data to solve the outbreak and save lives! In this fun app, you get to be a Disease Detective.Do you quarantine the village? Interview people who are sick? Run more lab tests? The better your answers, the higher your score - and the quicker you’ll climb the ranks to become a decorated Disease Detective. In level 1, you’ll start as a Trainee and earn badges by solving scenarios — with the goal of earning the top rank: Disease Detective.Unlock Level 2 by mastering all the 12 outbreaks of Level 1. Then earn honors by solving new and more challenging scenarios. Earn recognitions like Surveillance and Treatment Honors.New outbreaks happen every day and CDC's Disease Detectives are on the front lines — working 24/7 to save lives and protect people. When a new outbreak occurs, Disease Detectives are sent in to figure out how the outbreak started before it spreads further.In this app, you'll also:• Learn about diseases and outbreaks in an engaging way.• See how CDC's Disease Detectives save lives around the world.• Have the option to post your scores on Facebook or Twitter and challenge your friends to play!-Only available on 7" tablets or larger-Requires Android OS version 4.0 or higher;Centers for Disease Control and Prevention;Centers+for+Disease+Control+and+Prevention;00;2.4.3;4.4 and up;2019-06-04;['Everyone']
com.decontamination.ican;android;ICAN Decontamination App;The app contains information assisting the user to:•  Describe the sterile supply cycle•  Apply the international decontamination standards in a healthcare setting and audit a facility against such standards•  Validate cleaning processes and procedures•  Understand the importance of equipment tracking and traceability through the supply cycle•  Explain the influence of physical properties (mass, force, pressure, temperature) on the sterilization process•  Evaluate steam sterilization processes and cycle for the purpose of validation thereof•  Describe the design of steam sterilizers and their basic functioning•  Evaluate gas sterilization processes and cycle for the purpose of validation thereof•  Interpret a range of validation tests related to the decontamination process;Infection Control Africa Network;Infection+Control+Africa+Network;00;0.0.1;4.4 and up;2019-04-24;['Everyone']
com.miniclip.plagueinc;android;Plague Inc.;Can you infect the world? Plague Inc. is a unique mix of high strategy and terrifyingly realistic simulation.Your pathogen has just infected 'Patient Zero'. Now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself.Brilliantly executed with innovative gameplay and built from the ground up for touchscreen, Plague Inc. from developer Ndemic Creations evolves the strategy genre and pushes mobile gaming (and you) to new levels. It’s You vs. the world - only the strongest can survive!◈◈◈ #1 top game globally with 200 million+ games played ◈◈◈Plague Inc. is a global hit with over half a million 5 star ratings and features in newspapers such as The Economist, New York Post, Boston Herald, The Guardian and London Metro!The developer of Plague Inc. was invited to speak at the CDC in Atlanta about the disease models inside the game!▶ “The game creates a compelling world that engages the public on serious public health topics” – The Centers for Disease Control and Prevention▶ “Best Tablet Game of 2012” - New York Daily News▶ “Plague Inc. will snag your attention in all the right ways and keep it there” - Touch Arcade▶ “No denying Plague Inc.'s high-level of quality” - Modojo▶ “Plague Inc. should not be as much fun as it is” – London Metro▶ “Will leave you hoping to destroy the world, all in the name of a bit of fun” – Pocket Lint▶ “Plague Inc.'s gameplay is infectious” - Slide to Play▶ Winner – “Overall Game of the Year” – Pocket Gamer▶ “Killing billions has never been so fun” – IGN◈◈◈Features:● Stunning HD graphics with a highly polished interface (Contagion guaranteed)● Highly detailed, hyper-realistic world with advanced AI (Outbreak management)● Comprehensive in-game help and tutorial system (I am Legendarily helpful)● 12 different disease types with radically different strategies to master (12 Monkeys?)● Full Save/Load functionality (28 Saves Later!)● 50+ countries to infect, hundreds of traits to evolve and thousands of world events to adapt to (Pandemic evolved)● Full game support for scoreboards and achievements● Expansion updates add the mind controlling Neurax Worm, the zombie producing Necroa Virus, Speed Runs and real life Scenarios!Localised in English, German, Spanish, Brazilian Portuguese, Italian, French, Japanese, Korean and Russian. (more coming soon)P.S. Give yourself a pat on the back if you got all the themed literature references!Special sale price to celebrate being the 15th most popular touchscreen game of 2012!◈◈◈Like Plague Inc. on Facebook:http://www.facebook.com/PlagueIncFollow me on Twitter:www.twitter.com/NdemicCreations;Miniclip.com;5933611429942957630;00;Varies with device;Varies with device;2019-02-21;['Everyone 10+', 'Violent References']
com.ubqo.infections;android;Infections;Infections is useful for doctors, nurses, pharmacists and anyone who needs antimicrobial prescribing guidance in their pocket.The application makes it easy to access antimicrobial prescribing guidelines to treat a wide variety of common infectious diseases and prophylaxis guidelines for various procedures and conditions. Underpinning the application is out commitment to improving antimicrobial stewardship for our patients.There are a vast number of clinical guidelines available in a number of different places which are not always easily accessible to prescribers. The application brings these together with a number of tools to ensure our patients get the right choice of antibiotic and the right dose whilst minimising the risk of side effects.Infections allows users to access guidelines without the need for an internet connection.Infections provides fast and convenient access to a wide range of clinical guidelines and infection tools. Rapid guidance for management of common infections at your fingertips.;UBQO Limited;UBQO+Limited;00;4.0;8.0 and up;2019-01-09;['Everyone']
com.andromo.dev708372.app766616;android;Sexually  Transmitted Diseases;Prevention,signs, symptoms and treatment of most sexually transmitted diseases.Trichomoniasis, HPV, Gonorrhea, chlamydia, scabies and PID, syphilis, HIV, and lymphogranuloma venereum.;Education_free;Education_free;00;2.0;4.1 and up;2018-10-14;['Mature 17+']
com.bedieman.chlamydiaInfection;android;Chlamydia Infection;Chlamydia infection, often simply known as chlamydia, is a sexually transmitted infection caused by the bacterium Chlamydia trachomatis. Most people who are infected have no symptoms. When symptoms do develop this can take a few weeks following infection to occur. Symptoms in women may include vaginal discharge or burning with urination. Symptoms in men may include discharge from the penis, burning with urination, or pain and swelling of one or both testicles.The infection can spread to the upper genital tract in women causing pelvic inflammatory disease which may result in future infertility or ectopic pregnancy. Repeated infections of the eyes that go without treatment can result in trachoma, a common cause of blindness in the developing world. Chlamydia can be spread during vaginal, anal, or oral sex, and can be passed from an infected mother to her baby during childbirth. The eye infections may also be spread by personal contact, flies, and contaminated towels in areas with poor sanitation. Chlamydia trachomatis only occurs in humans. Diagnosis is often by screening which is recommended yearly in sexually active women under the age of twenty five, others at higher risk, and at the first prenatal visit. Testing can be done on the urine or a swab of the cervix, vagina, or urethra.  Rectal or mouth swabs are required to diagnose infections in those areas.;bedieman;bedieman;00;1.0.0;4.1 and up;2018-04-14;['Everyone']
com.maz.combo90;android;Prevention;Prevention is the ultimate live-better handbook. It’s the trusted go-to guide to feeling your best, head to toe, inside and out through trustworthy expert advice, fresh ideas, and health secrets. We bring the latest health research to real life, so you can be healthier, fitter, and stronger.Plus, share app content with your favorite social networks. Using our sharing toolbar, actual images of the content itself are “clipped” and can be sent directly to Facebook, Twitter, Tumblr, or Pinterest, or via email or saved to your photo roll.Download our free app today! Select the issue you'd like to purchase, or sign up with a subscription and save!;Rodale;Rodale;00;13.1;5.0 and up;2019-09-18;['Everyone']
com.quizover.app.course.col12087;android;Microbiology Textbook, MCQ & Test Bank;Microbiology covers the scope and sequence requirements for a single-semester microbiology course for non-majors. The book presents the core concepts of microbiology with a focus on applications for careers in allied health. The pedagogical features of the text make the material interesting and accessible while maintaining the career-application focus and scientific rigor inherent in the subject matter. Microbiology’s art program enhances students’ understanding of concepts through clear and effective illustrations, diagrams, and photographs.* Complete Textbook by OpenStax* Multiple Choices Questions (MCQ)* Essay Questions Flash Cards* Key-Terms Flash CardsPowered by QuizOver.com the leading online quiz creatorhttps://www.quizover.com1. An Invisible World1.1. What Our Ancestors Knew1.2. A Systematic Approach1.3. Types of Microorganisms2. How We See the Invisible World2.1. The Properties of Light2.2. Peering Into the Invisible World2.3. Instruments of Microscopy2.4. Staining Microscopic Specimens3. The Cell3.1. Spontaneous Generation3.2. Foundations of Modern Cell Theory3.3. Unique Characteristics of Prokaryotic Cells3.4. Unique Characteristics of Eukaryotic Cells4. Prokaryotic Diversity4.1. Prokaryote Habitats, Relationships, and Microbiomes4.2. Proteobacteria4.3. Nonproteobacteria Gram-Negative Bacteria and Phototrophic Bacteria4.4. Gram-Positive Bacteria4.5. Deeply Branching Bacteria4.6. Archaea5. The Eukaryotes of Microbiology5.1. Unicellular Eukaryotic Parasites5.2. Parasitic Helminths5.3. Fungi5.4. Algae5.5. Lichens6. Acellular Pathogens6.1. Viruses6.2. The Viral Life Cycle6.3. Isolation, Culture, and Identification of Viruses6.4. Viroids, Virusoids, and Prions7. Microbial Biochemistry7.1. Organic Molecules7.2. Carbohydrates7.3. Lipids7.4. Proteins7.5. Using Biochemistry to Identify Microorganisms8. Microbial Metabolism8.1. Energy, Matter, and Enzymes8.2. Catabolism of Carbohydrates8.3. Cellular Respiration8.4. Fermentation8.5. Catabolism of Lipids and Proteins8.6. Photosynthesis8.7. Biogeochemical Cycles9. Microbial Growth9.1. How Microbes Grow9.2. Oxygen Requirements for Microbial Growth9.3. The Effects of pH on Microbial Growth9.4. Temperature and Microbial Growth9.5. Other Environmental Conditions that Affect Growth9.6. Media Used for Bacterial Growth10. Biochemistry of the Genome10.1. Using Microbiology to Discover the Secrets of Life10.2. Structure and Function of DNA10.3. Structure and Function of RNA10.4. Structure and Function of Cellular Genomes11. Mechanisms of Microbial Genetics11.1. The Functions of Genetic Material11.2. DNA Replication11.3. RNA Transcription11.4. Protein Synthesis (Translation)11.5. Mutations11.6. How Asexual Prokaryotes Achieve Genetic Diversity11.7. Gene Regulation: Operon Theory12. Modern Applications of Microbial Genetics12.1. Microbes and the Tools of Genetic Engineering12.2. Visualizing and Characterizing DNA, RNA, and Protein12.3. Whole Genome Methods and Pharmaceutical Applications of Genetic Engineering12.4. Gene Therapy13. Control of Microbial Growth14. Antimicrobial Drugs15. Microbial Mechanisms of Pathogenicity16. Disease and Epidemiology17. Innate Nonspecific Host Defenses18. Adaptive Specific Host Defenses19. Diseases of the Immune System20. Laboratory Analysis of the Immune Response21. Skin and Eye Infections22. Respiratory System Infections23. Urogenital System Infections24. Digestive System Infections25. Circulatory and Lymphatic System Infections26. Nervous System Infections;QuizOver.com;QuizOver.com;00;2.1.1;4.4 and up;2018-03-20;['Everyone']
gov.cdc.oid.ncezid.travwell;android;CDC TravWell;CDC’s TravWell app helps you plan for safe and healthy international travel. Build a trip to get destination-specific vaccine recommendations, a checklist of what you need to do to prepare for travel, and a customizable healthy travel packing list. The app also lets you store travel documents, keep a record of your medications and immunizations, and set reminders to get vaccine booster doses or take medicines while you’re traveling.Key Features•	Authoritative recommendations from the Centers for Disease Control and Prevention•	During-travel features available offline (no data connection needed)•	Fully customizable to do list and packing list•	Emergency services phone numbers for every destination•	Easy to use and fun;Centers for Disease Control and Prevention;Centers+for+Disease+Control+and+Prevention;00;2.1;4.4 and up;2019-07-29;['Everyone']
com.andromo.dev717872.app790556;android;How to Treat Eye Infection;Your eyes can become infected by a variety of different viruses, fungi, and bacteria. Each contaminant causes different afflictions, but eye infections typically show signs of irritation or pain, redness or inflammation, fluid discharge, and reduced visual capabilities. Contaminants may infect one or both eyes, and may lead to loss of vision or blindness.The most common eye infections are conjunctivitis, sty, and allergy-related infections. If you experience pain or reduced vision, see a doctor immediately. If your infection is mild, there are a number of home remedies that can reduce the symptoms of your eye infection.;NonitaDev;NonitaDev;00;1.0;4.0 and up;2018-06-28;['Everyone']
gov.cdc.fieldfacts;android;Field Facts;Field Facts gives first-responders crucial information to use in the first few moments and hours of a response to a potential bioterrorism incident. Access descriptions of safety measures and protective clothing to protect yourself from exposure. Learn how to recognize signs and symptoms of disease associated with eight potential bioterrorism agents. And find additional expert help quickly with the contact details for the Centers for Disease Control and Prevention’s Emergency Operations Center, FBI Field Offices, and state public health laboratories.The biological agents covered are:•	Ricin•	Botulism toxin•	Bacillus anthracis (anthrax)•	Yersinia pestis ( plague)•	Francisella tularensis (tularemia, also known as rabbit-fever)•	Brucella (brucellosis)•	Smallpox virus•	Burkholderia (melioidosis and glanders);Centers for Disease Control and Prevention;Centers+for+Disease+Control+and+Prevention;00;1.0;4.0 and up;2017-12-18;['Everyone']
com.redrobot.globaloutbreak;android;Global Outbreak;Defend mankind from a killer virus spreading across the globe in this strategic and explosive top down 3D shooter!Use the fully 3D tactical view of the globe to plan your strategy then control your soldiers in epic missions throughout the world.Welcome to Global Outbreak.  You are the head of Blackhorne Industries, the world’s best and most trusted mercenary outfit.The world has been hit by a lethal virus, turning people into enraged zombie mutants.The authorities of each city are working hard to prevent the virus from spreading, but you have been assigned to act quickly and decisively before the bombs drop!- Location Aware: The game is truly global, and by turning on your GPS, Global Outbreak will tailor your gaming experience around your location.- Soldiers:  In the fight against global annihilation people are key.  Build up a roster of elite mercenaries by levelling up their abilities.  Take them from campaign tocampaign and build an army of ultimate warriors to fight the infection.- Weapons: Increase your firepower by unlocking new weapons and researching an immense range of upgrades.- Unique Controls: Direct your squads with a control system designed from the ground up for touchscreens, allowing you to play the game with just one finger.;ShortRound Games;ShortRound+Games;00;1.3.8;4.1 and up;2017-06-21;['Teen', 'Violence, Blood']
com.m.urinarytractinfection;android;Urinary Tract Infection UTI - Treatment & Causes;This Urinary Tract Infection by home remedies app, Disease app have complete information of disease.Urinary Tract Infection by home remedies app, serious liver infection caused by the Urinary Tract Infection. This app have lot of information of Signs and symptoms, Prevention, Prognosis & etc.Urinary Tract Infection Please don’t forget to rate us. If you have any suggestion or opinion to improve the app please e-mail us.Urinary Tract Infection, Urinary Tract Infection, in hindi, is a medical condition defined by the inflammation of the liver and characterized by the presence of inflammatory cells in the tissue of the organ.urinary system, is an infectious disease primarily affecting the liver and caused by the Varicose veins treatment by home remedies app, virus (HCV). The infection can lead to scarring of the liver and ultimately to cirrhosis, which can lead to Liver cancer.Varicose veins treatment by home remedies app, is an infectious illness caused by the Varicose veins treatment   positive, virus (HBV) which infects the liver and causes an inflammation called Treatment for Chickenpox, Originally known asThis app will provide the afflicted and significant others with articles, podcasts and videos all aimed at educating and giving hope that there are answers.Don't wait…get this FREE app now!;ganadoreswins;7605929658530567410;00;1.0.4;4.0.3 and up;2019-10-07;['Mature 17+', 'Strong Language']
com.appspiration.tipstopreventandcureyeastinfection;android;How to Get Rid of Yeast Infection &Prevention Tips;Learn about prevention tips, symptom illness, home remedies, and natural cure for yeast infection. Protect your family and yourselves with important information to prevent and treat skin problems and body infections caused by yeast overgrowth. This guide includes how to get rid of candida and prevention and cure tips. Download now and read for FREE!Body infections and skin diseases can happen to everyone, from children to adult, even seniors. There are so many skin diseases that we must be aware of.  It’s important that we know how to prevent and cure these infectious skin diseases. If you feel itchy around the groin areas (including vaginal areas) you might experience Candidiasis or yeast overgrowth. Our body is host to some bacteria and fungus. When they overgrow,  we can experience skin infections and it makes our skin very itchy.  The itching is very uncomfortable (especially around vagina and groin area) and we want to avoid it as best as we can. It’s very important that we are aware of the cause and the treatments of this infectious skin problem. That’s why we create an app that focuses on prevention tips, home remedies, and natural cure on how to get rid of candida and its itchy symptoms.If you are a woman, it’s very important to be aware of this problem. Although men experience this issue as well, women are more prone to get overgrow in the vaginal area. A study states that every woman experiences yeast skin infection at least once in their lifetime. Body infections and itching sensations around your vagina areas are very annoying and can be dangerous. Candida is infectious so you can pass on this skin problem to someone else. So, please read our tips and guides about yeast infection in women.Best Features Of How to Get Rid of Yeast Infection &Prevention Tips:🍑Download and read our guide for FREE🍑Contain guides for women, men, children, and seniors.🍑 Scientifically proven articles and information.🍑Contain food & recipes to minimize the risk of yeast infection.🍑 Learn about home remedies, natural cures, and other prevention tips.🍑 Learn about how to control the symptom illness🍑 Learn about yeast infections in all area of your body (vagina, groin, nails, etc)Aside from the content, we also focus on making our app user-friendly for our readers. Here are reasons why you should use our app to learn about yeast infection:;AppspirationDna;AppspirationDna;00;1.0;4.0.3 and up;2018-10-16;['Everyone']
air.com.dryginstudios.bioinc;android;Bio Inc - Biomedical Plague and rebel doctors.;Bio Inc is a biomedical strategy simulator in which you determine the ultimate fate of a victim by developing the most lethal illness possible.Create your own plague by upgrading diseases, boosting risk factors and slowing down your victim’s recovery before a team of highly motivated doctors find a cure and save him.Hours and Hours of Awesome Gameplay:- 18 stages with different gameplays- 100+ realistic biomedical conditions- Spread diseases across all human systems- Real-Time human body degradation- Awesome graphics!- Four difficulty settings- Thousands of ways to play the gameYou can watch the trailer here: http://playbioinc.comStay tuned, frequent updates will keep Bio Inc. fun and fresh for years to come!If you ever beat the “Impossible Stage”, let us know and we will add you to our Hall of Fame! ,-);DryGin Studios;DryGin+Studios;00;2.915;2.3 and up;2019-07-30;['Teen', 'Violence, Blood, Use of Alcohol and Tobacco, Crude Humor']
com.attendify.conffr2hw0;apple;PDI Infection Prevention;This is an official mobile app for PDI Infection Prevention. It will provide you with the latest updates about our events, keeping you informed and connected. Use this app to access resources, network with other attendees, and share your experience at our event.;Sani Professional;577615064;00;1.7;9.0;2019-03-06;4+
